,Finnish infinitive,English inifinitive,Infinitive(eng),Infinitive(FI),examples,person,positive,negative,person_eng
65378,pörrätä,drone,drone,pörrätä,,,,,
65379,pötkiä,run,run,pötkiä,,,,,
65380,pöydätä,lay,lay,pöydätä,,,,,
65381,pöyhistää,fluff,fluff,pöyhistää,,,,,
65382,pöyhkeillä,be bossy,be bossy,pöyhkeillä,,,,,
65383,pöyristyä,be shocked,be shocked,pöyristyä,,,,,
65552,raahustaa,shamble,shamble,raahustaa,,,,,
65609,raakakypsyttää,hang,hang,raakakypsyttää,,,,,
65778,raapustaa,scrawl,scrawl,raapustaa,,,,,
65891,raatsia,do,do,raatsia,,,,,
65892,radikaalistaa,radicalize,radicalize,radikaalistaa,,,,,
65921,radikalisoida,radicalize,radicalize,radikalisoida,,,,,
66062,rahastoida,english,english,rahastoida,,,,,
66063,rahdata,haul,haul,rahdata,,,,,
66064,rahista,rasp,rasp,rahista,,,,,
66065,rahistaa,make rasp,make rasp,rahistaa,,,,,
66066,rahjustaa,shamble,shamble,rahjustaa,,,,,
66235,railata,do,do,railata,,,,,
66656,rakennuttaa,have something built,have something built,rakennuttaa,,,,,
66685,rakenteistaa,structure,structure,rakenteistaa,,,,,
66714,raksahdella,crackle,crackle,raksahdella,,,,,
66715,raksia,unpick,unpick,raksia,,,,,
66744,raksutella,make ticking,make ticking,raksutella,,,,,
66745,raksuttaa,tick,tick,raksuttaa,,,,,
66914,rankaista,do,do,rankaista,,,,,
66943,ranketa,become harder,become harder,ranketa,,,,,
66944,ranskalaistaa,make french,make french,ranskalaistaa,,,,,
67253,rapistaa,rustle,rustle,rapistaa,,,,,
67310,rappeuttaa,degenerate,degenerate,rappeuttaa,,,,,
67367,rapsia,english,english,rapsia,,,,,
67368,rapsutella,scratch,scratch,rapsutella,,,,,
67397,rasahtaa,crackle,crackle,rasahtaa,,,,,
67510,raspata,rasp,rasp,raspata,,,,,
67511,rassata,tinker,tinker,rassata,,,,,
67512,rasteroida,rasterize,rasterize,rasteroida,,,,,
67513,rastia,do,do,rastia,,,,,
67514,rastittaa,check,check,rastittaa,,,,,
67627,ratifioida,ratify,ratify,ratifioida,,,,,
67684,rationalisoida,rationalize,rationalize,rationalisoida,,,,,
67713,rationoida,rationalize,rationalize,rationoida,,,,,
67714,ratista,english,english,ratista,,,,,
67855,ratustaa,crunch,crunch,ratustaa,,,,,
68024,raunioittaa,ruin,ruin,raunioittaa,,,,,
68165,reaalistaa,do,do,reaalistaa,,,,,
68250,redusoida,reduce,reduce,redusoida,,,,,
68335,regeneroida,regenerate,regenerate,regeneroida,,,,,
68364,reguloida,regulate,regulate,reguloida,,,,,
68365,rehabilitoida,rehabilitate,rehabilitate,rehabilitoida,,,,,
68366,rehennellä,brag,brag,rehennellä,,,,,
68367,rehevöittää,eutrophicate,eutrophicate,rehevöittää,,,,,
68368,rehevöityä,eutrophicate,eutrophicate,rehevöityä,,,,,
68369,rehkiä,work hard,work hard,rehkiä,,,,,
68426,rei'ittyä,become holey,become holey,rei'ittyä,,,,,
68427,rei'ittää,punch,punch,rei'ittää,,,,,
68428,reikiintyä,become holey,become holey,reikiintyä,,,,,
68457,reissata,travel,travel,reissata,,,,,
68486,rekapituloida,recapitulate,recapitulate,rekapituloida,,,,,
68487,rekisteröidä,register,register,rekisteröidä,,,,,
68572,rellestää,revel,revel,rellestää,,,,,
68657,renderöidä,render,render,renderöidä,,,,,
68714,repata,do,do,repata,,,,,
68715,repeentyä,do,do,repeentyä,,,,,
68716,repeillä,tear,tear,repeillä,,,,,
68717,repeytyä,tear,tear,repeytyä,,,,,
68718,repiä,tear,tear,repiä,,,,,
68747,replikoitua,replicate,replicate,replikoitua,,,,,
68748,reprodusoida,reproduce,reproduce,reprodusoida,,,,,
68777,repäistä,do,do,repäistä,,,,,
68862,restauroida,restore,restore,restauroida,,,,,
68863,resursoida,resource,resource,resursoida,,,,,
68864,resuta,english,english,resuta,,,,,
68865,retkeillä,hike,hike,retkeillä,,,,,
68866,retostaa,boast,boast,retostaa,,,,,
68867,rettelöidä,wrangle,wrangle,rettelöidä,,,,,
68896,retustaa,do,do,retustaa,,,,,
69065,revetä,rupture,rupture,revetä,,,,,
69066,revittää,have something torn,have something torn,revittää,,,,,
69067,revähtää,rupture,rupture,revähtää,,,,,
69068,reväistä,do,do,reväistä,,,,,
69125,riemuita,rejoice,rejoice,riemuita,,,,,
69154,rientää,rush,rush,rientää,,,,,
69183,riepottaa,drag,drag,riepottaa,,,,,
69184,rietastella,behave lecherously,behave lecherously,rietastella,,,,,
69185,rihlata,rifle,rifle,rihlata,,,,,
69186,riiata,date,date,riiata,,,,,
69187,riidellä,quarrel,quarrel,riidellä,,,,,
69188,riimitellä,rhyme,rhyme,riimitellä,,,,,
69189,riipaista,cause to weep,cause to weep,riipaista,,,,,
69218,riippuliitää,hang glide,hang glide,riippuliitää,,,,,
69219,riipustaa,scrawl,scrawl,riipustaa,,,,,
69220,riipustella,doodle,doodle,riipustella,,,,,
69221,riiputtaa,dangle,dangle,riiputtaa,,,,,
69222,riistäytyä,break loose,break loose,riistäytyä,,,,,
69223,riistää,take,take,riistää,,,,,
69308,riittyä,freeze thinly on the surface,freeze thinly on the surface,riittyä,,,,,
69309,riittää,do,do,riittää,,,,,
69310,riiustaa,do,do,riiustaa,,,,,
69423,rikittää,sulfur,sulfur,rikittää,,,,,
69508,rimmata,rhyme,rhyme,rimmata,,,,,
69565,ripauttaa,dash,dash,ripauttaa,,,,,
69566,ripeksiä,be sprinkling,be sprinkling,ripeksiä,,,,,
69567,ripeyttää,speed up,speed up,ripeyttää,,,,,
69568,ripistä,english,english,ripistä,,,,,
69569,ripittäytyä,confess,confess,ripittäytyä,,,,,
69570,ripotella,sprinkle,sprinkle,ripotella,,,,,
69571,ripottaa,strew,strew,ripottaa,,,,,
69572,ripsiä,rain,rain,ripsiä,,,,,
69601,ripuloida,have diarrhea,have diarrhea,ripuloida,,,,,
69770,risteillä,cruise,cruise,risteillä,,,,,
69771,ristetä,intersect,intersect,ristetä,,,,,
69772,risteyttää,crossbreed,crossbreed,risteyttää,,,,,
69773,risteytyä,crossbreed,crossbreed,risteytyä,,,,,
69774,ristiinnaulita,crucify,crucify,ristiinnaulita,,,,,
69775,ristikoida,add a lattice,add a lattice,ristikoida,,,,,
69776,ristikuulustella,do,do,ristikuulustella,,,,,
69777,ristiä,christen,christen,ristiä,,,,,
69778,ritistä,crackle,crackle,ritistä,,,,,
69779,riuhtaista,break away,break away,riuhtaista,,,,,
69836,robotisoida,robotize,robotize,robotisoida,,,,,
69865,robotoida,robotize,robotize,robotoida,,,,,
69866,rohista,english,english,rohista,,,,,
69979,roihahtaa,burst into flames,burst into flames,roihahtaa,,,,,
70204,rojottaa,be laying,be laying,rojottaa,,,,,
70289,romahdella,crumble,crumble,romahdella,,,,,
70290,romahduttaa,make something collapse,make something collapse,romahduttaa,,,,,
70319,romantisoida,romanticize,romanticize,romantisoida,,,,,
70320,romauttaa,collapse,collapse,romauttaa,,,,,
70321,romista,do,do,romista,,,,,
70406,roomalaistaa,make roman,make roman,roomalaistaa,,,,,
70407,roomalaistua,become roman,become roman,roomalaistua,,,,,
70408,ropeloida,do,do,ropeloida,,,,,
70409,ropista,patter,patter,ropista,,,,,
70410,ropsia,slap,slap,ropsia,,,,,
70439,rosmota,steal,steal,rosmota,,,,,
70496,rouhaista,english,english,rouhaista,,,,,
70497,rouhentaa,do,do,rouhentaa,,,,,
70834,ruiskaista,english,english,ruiskaista,,,,,
70947,ruksata,do,do,ruksata,,,,,
70948,ruksia,check,check,ruksia,,,,,
71005,rumbata,rumba,rumba,rumbata,,,,,
71062,rumeta,grow uglier,grow uglier,rumeta,,,,,
71063,rumistaa,make uglier,make uglier,rumistaa,,,,,
71288,ruopata,dredge,dredge,ruopata,,,,,
71345,ruostuttaa,rust,rust,ruostuttaa,,,,,
71514,rusahdella,crunch,crunch,rusahdella,,,,,
72075,ruunata,castrate a horse,castrate a horse,ruunata,,,,,
72132,ryhdistäytyä,do,do,ryhdistäytyä,,,,,
72133,ryhdistää,straighten,straighten,ryhdistää,,,,,
72134,ryhtyä,set out,set out,ryhtyä,,,,,
72135,ryittää,make somebody to cough,make somebody to cough,ryittää,,,,,
72136,rykiä,clear throat,clear throat,rykiä,,,,,
72137,rykäistä,clear throat,clear throat,rykäistä,,,,,
72138,rymistä,rumble,rumble,rymistä,,,,,
72139,rymistää,rumble,rumble,rymistää,,,,,
72140,rymytä,rumble,rumble,rymytä,,,,,
72141,rynnistää,rush,rush,rynnistää,,,,,
72142,rynniä,barge,barge,rynniä,,,,,
72143,rynnäköidä,sally,sally,rynnäköidä,,,,,
72144,rynnätä,rush,rush,rynnätä,,,,,
72145,rypeä,wallow,wallow,rypeä,,,,,
72146,rypistyä,become wrinkled,become wrinkled,rypistyä,,,,,
72147,rypistää,crease,crease,rypistää,,,,,
72148,ryskyä,crash,crash,ryskyä,,,,,
72149,ryssiä,screw up,screw up,ryssiä,,,,,
72150,rytistä,do,do,rytistä,,,,,
72151,rytistää,rumble,rumble,rytistää,,,,,
72152,rytkyä,crack,crack,rytkyä,,,,,
72153,ryvettyä,become dirty,become dirty,ryvettyä,,,,,
72154,ryypätä,sip,sip,ryypätä,,,,,
72155,ryysiä,do,do,ryysiä,,,,,
72156,ryystää,drink noisily,drink noisily,ryystää,,,,,
72157,ryysätä,jostle,jostle,ryysätä,,,,,
72158,ryömiä,crawl,crawl,ryömiä,,,,,
72159,ryöpyttää,make something gush,make something gush,ryöpyttää,,,,,
72160,ryöpytä,cascade,cascade,ryöpytä,,,,,
72161,ryöpätä,parboil mushrooms in order to,parboil mushrooms in order to,ryöpätä,,,,,
72162,ryöstellä,loot,loot,ryöstellä,,,,,
72163,ryöstäytyä,do,do,ryöstäytyä,,,,,
72164,ryöstää,rob,rob,ryöstää,,,,,
72165,ryöstöviljellä,flog the land,flog the land,ryöstöviljellä,,,,,
72166,ryövätä,rob,rob,ryövätä,,,,,
72167,rähinöidä,rumble,rumble,rähinöidä,,,,,
72168,rähistä,brawl,brawl,rähistä,,,,,
72169,rähjätä,yell at,yell at,rähjätä,,,,,
72170,rähmiä,english,english,rähmiä,,,,,
72171,räikyä,blare,blare,räikyä,,,,,
72172,räimiä,beat,beat,räimiä,,,,,
72173,räiskiä,bang,bang,räiskiä,,,,,
72174,räjähdellä,explode,explode,räjähdellä,,,,,
72175,räjähtää,explode,explode,räjähtää,,,,,
72176,räjäytellä,detonate,detonate,räjäytellä,,,,,
72177,räjäyttää,detonate,detonate,räjäyttää,,,,,
72178,räkiä,spit,spit,räkiä,,,,,
72179,räksyttää,yap,yap,räksyttää,,,,,
72180,räkyttää,bark,bark,räkyttää,,,,,
72181,räkäistä,gob,gob,räkäistä,,,,,
72182,räkättää,talk,talk,räkättää,,,,,
72183,rälläköidä,cut,cut,rälläköidä,,,,,
72184,rällästää,do,do,rällästää,,,,,
72185,rällätä,revel,revel,rällätä,,,,,
72186,rämistä,clatter,clatter,rämistä,,,,,
72187,rämistää,clatter,clatter,rämistää,,,,,
72188,rämpiä,wade,wade,rämpiä,,,,,
72189,ränsistyttää,do,do,ränsistyttää,,,,,
72190,ränsistyä,deteriorate,deteriorate,ränsistyä,,,,,
72191,ränsistää,cause something,cause something,ränsistää,,,,,
72192,räpeltää,do,do,räpeltää,,,,,
72193,räpiköidä,act,act,räpiköidä,,,,,
72194,räpsiä,snap,snap,räpsiä,,,,,
72195,räpsyä,english,english,räpsyä,,,,,
72196,räpyttää,blink,blink,räpyttää,,,,,
72197,räpätä,rap,rap,räpätä,,,,,
72198,räpäyttää,blink,blink,räpäyttää,,,,,
72199,rätistä,crackle,crackle,rätistä,,,,,
72200,rätkäistä,english,english,rätkäistä,,,,,
72201,räyhätä,rage,rage,räyhätä,,,,,
72202,rääkkyä,do,do,rääkkyä,,,,,
72203,rääkyä,cry loudly,cry loudly,rääkyä,,,,,
72204,rääkäistä,shriek,shriek,rääkäistä,,,,,
72205,rääkätä,torture,torture,rääkätä,,,,,
72206,rääpiä,english,english,rääpiä,,,,,
72207,räätälöidä,tailor,tailor,räätälöidä,,,,,
72208,röhistä,english,english,röhistä,,,,,
72209,röhkiä,grunt,grunt,röhkiä,,,,,
72210,röhkäistä,grunt,grunt,röhkäistä,,,,,
72211,rökittää,trounce someone,trounce someone,rökittää,,,,,
72212,röyhistää,puff up,puff up,röyhistää,,,,,
72213,röyhtäillä,burp,burp,röyhtäillä,,,,,
72214,röyhtäistä,burp,burp,röyhtäistä,,,,,
72215,röyhyttää,cause something to smoke heavily,cause something to smoke heavily,röyhyttää,,,,,
72216,röyhytä,do,do,röyhytä,,,,,
72217,röökata,smoke,smoke,röökata,,,,,
72218,saada aikaan,accomplish,accomplish,saada aikaan,,,,,
72219,saada aikaiseksi,do,do,saada aikaiseksi,,,,,
72220,saada alkunsa,come into being,come into being,saada alkunsa,,,,,
72221,saada selkäänsä,be battered,be battered,saada selkäänsä,,,,,
72222,saada surmansa,get killed,get killed,saada surmansa,,,,,
72223,saada turpaansa,be battered,be battered,saada turpaansa,,,,,
72392,saastata,do,do,saastata,,,,,
72449,saatella,escort,escort,saatella,,,,,
72590,sadettaa,irrigate,irrigate,sadettaa,,,,,
72675,sahauttaa,let saw,let saw,sahauttaa,,,,,
72704,saippuoittaa,saponify,saponify,saippuoittaa,,,,,
72817,sairastuttaa,make somebody ill,make somebody ill,sairastuttaa,,,,,
72846,šakata,check,check,šakata,,,,,
72903,sakkauttaa,settle,settle,sakkauttaa,,,,,
72960,saksalaistaa,germanize,germanize,saksalaistaa,,,,,
72961,saksalaistua,become german,become german,saksalaistua,,,,,
72990,saksata,scissor,scissor,saksata,,,,,
73019,salailla,keep secret,keep secret,salailla,,,,,
73104,salamurhata,assassinate,assassinate,salamurhata,,,,,
73273,salvostaa,do,do,salvostaa,,,,,
73330,samankaltaistaa,english,english,samankaltaistaa,,,,,
73331,šamanoida,act as an shaman,act as an shaman,šamanoida,,,,,
73332,samanoida,do,do,samanoida,,,,,
73473,sameutua,do,do,sameutua,,,,,
73698,samplata,sample,sample,samplata,,,,,
73699,sanailla,speak,speak,sanailla,,,,,
73700,saneerata,renovate,renovate,saneerata,,,,,
73729,sanforoida,treat wool so that it,treat wool so that it,sanforoida,,,,,
73730,sanketa,english,english,sanketa,,,,,
73815,sanoutua irti,dissociate from,dissociate from,sanoutua irti,,,,,
73816,sanoutua,do,do,sanoutua,,,,,
73845,saostaa,precipitate,precipitate,saostaa,,,,,
73846,saostua,precipitate,precipitate,saostua,,,,,
73847,saota,thicken,thicken,saota,,,,,
73904,sarastaa,dawn,dawn,sarastaa,,,,,
74017,saturoida,saturate,saturate,saturoida,,,,,
74186,saveta,clay,clay,saveta,,,,,
74187,savettaa,do,do,savettaa,,,,,
74188,savettua,do,do,savettua,,,,,
74189,saveutua,be soiled,be soiled,saveutua,,,,,
74190,savotoida,english,english,savotoida,,,,,
74219,savustua,become smoked,become smoked,savustua,,,,,
74304,seata,mess up,mess up,seata,,,,,
74305,sedimentoida,sediment,sediment,sedimentoida,,,,,
74306,sedimentoitua,sediment,sediment,sedimentoitua,,,,,
74307,seditellä,call someone uncle,call someone uncle,seditellä,,,,,
74308,seestyä,calm,calm,seestyä,,,,,
74309,seestää,calm,calm,seestää,,,,,
74310,segmentoida,segment,segment,segmentoida,,,,,
74311,segmentoitua,become segmented,become segmented,segmentoitua,,,,,
74312,segregoida,segregate,segregate,segregoida,,,,,
74341,seilailla,sail,sail,seilailla,,,,,
74370,seinustaa,build a wall,build a wall,seinustaa,,,,,
74371,seisahtua,halt,halt,seisahtua,,,,,
74372,seisattaa,do,do,seisattaa,,,,,
74429,seisoksia,loiter,loiter,seisoksia,,,,,
74430,seistä,stand,stand,seistä,,,,,
74431,seivästää,impale,impale,seivästää,,,,,
74516,sekoittua,do,do,sekoittua,,,,,
74517,sekulaaristaa,secularize,secularize,sekulaaristaa,,,,,
74518,sekularisoida,secularize,secularize,sekularisoida,,,,,
74519,sekularisoitua,do,do,sekularisoitua,,,,,
74520,sekvensoida,sequence,sequence,sekvensoida,,,,,
74521,selailla,browse,browse,selailla,,,,,
74550,selitellä,make excuses for,make excuses for,selitellä,,,,,
74551,selittyä,be explained,be explained,selittyä,,,,,
74552,selittää,explain,explain,selittää,,,,,
74553,selitä,clear,clear,selitä,,,,,
74554,seljetä,clear,clear,seljetä,,,,,
74555,selkeyttää,clarify,clarify,selkeyttää,,,,,
74556,selkeytyä,clear,clear,selkeytyä,,,,,
74557,selkiintyä,do,do,selkiintyä,,,,,
74558,selkiyttää,clear,clear,selkiyttää,,,,,
74559,selkiytyä,do,do,selkiytyä,,,,,
74560,selostaa,explicate,explicate,selostaa,,,,,
74561,selventää,clarify,clarify,selventää,,,,,
74562,selvetä,clear,clear,selvetä,,,,,
74563,selvitellä,sort out,sort out,selvitellä,,,,,
74564,selvittää,make clear,make clear,selvittää,,,,,
74565,selvitä,become clear,become clear,selvitä,,,,,
74566,selviytyä,survive,survive,selviytyä,,,,,
74623,sentralisoida,centralize,centralize,sentralisoida,,,,,
74624,sentrifugoida,centrifuge,centrifuge,sentrifugoida,,,,,
74681,separoida,separate,separate,separoida,,,,,
74682,sepelöidä,ballast,ballast,sepelöidä,,,,,
74683,sepittää,make up,make up,sepittää,,,,,
74684,seppelöidä,wreath,wreath,seppelöidä,,,,,
74713,sestoa,stand on a floating log,stand on a floating log,sestoa,,,,,
74714,seuloa,sieve,sieve,seuloa,,,,,
74743,seurustella,date,date,seurustella,,,,,
74772,shamanoida,do,do,shamanoida,,,,,
74773,shamponoida,shampoo,shampoo,shamponoida,,,,,
74802,shopata,do,do,shopata,,,,,
74859,sidottaa,english,english,sidottaa,,,,,
74860,siemailla,sip,sip,siemailla,,,,,
74861,siemaista,english,english,siemaista,,,,,
74862,siementää,seed,seed,siementää,,,,,
74863,sienestää,mushroom,mushroom,sienestää,,,,,
74864,sienettyä,become covered with fungal growth,become covered with fungal growth,sienettyä,,,,,
74893,sietä,do,do,sietä,,,,,
74894,sietää,tolerate,tolerate,sietää,,,,,
74895,sieventyä,become prettier,become prettier,sieventyä,,,,,
74896,sieventää,reduce,reduce,sieventää,,,,,
74897,sievetä,become prettier,become prettier,sievetä,,,,,
74898,sievistyä,become prettier,become prettier,sievistyä,,,,,
74927,sihistä,hiss,hiss,sihistä,,,,,
74928,siintää,loom,loom,siintää,,,,,
74929,siipeillä,sponge,sponge,siipeillä,,,,,
74930,siirtyä,move,move,siirtyä,,,,,
74931,siirtää,move,move,siirtää,,,,,
74932,siistiytyä,clean up,clean up,siistiytyä,,,,,
74933,siistiä,clean,clean,siistiä,,,,,
74934,siittää,impregnate,impregnate,siittää,,,,,
74935,siitä,be conceived,be conceived,siitä,,,,,
74936,siivilöidä,sieve,sieve,siivilöidä,,,,,
74937,siivilöityä,be sieved,be sieved,siivilöityä,,,,,
74938,siivittyä,english,english,siivittyä,,,,,
74939,siivittää,do,do,siivittää,,,,,
75164,silata,plate,plate,silata,,,,,
75165,silavoida,english,english,silavoida,,,,,
75166,siletä,smooth,smooth,siletä,,,,,
75167,silitellä,touch repeatedly with a gentle,touch repeatedly with a gentle,silitellä,,,,,
75168,silittää,pet,pet,silittää,,,,,
75169,silitä,do,do,silitä,,,,,
75170,sillata,bridge,bridge,sillata,,,,,
75171,silmikoida,bud,bud,silmikoida,,,,,
75172,silmikoitua,do,do,silmikoitua,,,,,
75173,silmukoida,loop,loop,silmukoida,,,,,
75174,silmäillä,eye,eye,silmäillä,,,,,
75175,silmäistä,english,english,silmäistä,,,,,
75176,silmätä,glance,glance,silmätä,,,,,
75177,silpiä,pod,pod,silpiä,,,,,
75178,silpoa,dismember,dismember,silpoa,,,,,
75179,silpoutua,be maimed,be maimed,silpoutua,,,,,
75264,sinertyä,become more blue,become more blue,sinertyä,,,,,
75265,sinertää,make bluer,make bluer,sinertää,,,,,
75266,sinetöidä,seal,seal,sinetöidä,,,,,
75267,sinetöityä,do,do,sinetöityä,,,,,
75268,singahdella,pinball,pinball,singahdella,,,,,
75325,sinistyä,become,become,sinistyä,,,,,
75326,sinkilöidä,english,english,sinkilöidä,,,,,
75327,sinkitä,do,do,sinkitä,,,,,
75356,sinnitellä,hang on,hang on,sinnitellä,,,,,
75357,sintrata,sinter,sinter,sintrata,,,,,
75386,sipaista,stroke lightly and quickly,stroke lightly and quickly,sipaista,,,,,
75387,sipasta,do,do,sipasta,,,,,
75388,sipata,stop working,stop working,sipata,,,,,
75389,sipattaa,english,english,sipattaa,,,,,
75390,sipistä,whisper quietly,whisper quietly,sipistä,,,,,
75419,siristä,buzz,buzz,siristä,,,,,
75420,sirittää,chirr,chirr,sirittää,,,,,
75533,siselöidä,chisel,chisel,siselöidä,,,,,
75534,sisentää,indent,indent,sisentää,,,,,
75535,sisetä,english,english,sisetä,,,,,
75564,sisäistää,assimilate,assimilate,sisäistää,,,,,
75565,sisällyttää,include,include,sisällyttää,,,,,
75566,sisältyä,be included in,be included in,sisältyä,,,,,
75567,sisältää,include,include,sisältää,,,,,
75568,sitaista,english,english,sitaista,,,,,
75597,sitketä,become more viscous,become more viscous,sitketä,,,,,
75710,sivaltaa,slash,slash,sivaltaa,,,,,
75711,sivellä,paint,paint,sivellä,,,,,
75712,sivilisoitua,be civilized,be civilized,sivilisoitua,,,,,
75713,sivistyä,be civilized,be civilized,sivistyä,,,,,
75714,sivistää,civilize,civilize,sivistää,,,,,
75715,sivustoida,fianchetto,fianchetto,sivustoida,,,,,
75800,skaalata,scale up,scale up,skaalata,,,,,
75801,skaalautua,become scaled,become scaled,skaalautua,,,,,
